ENSSHAT00000000001.1	ENSSHAG00000000001.1	CERCAM
ENSSHAT00000021582.1	ENSSHAG00000018143.1	ARV1
ENSSHAT00000021583.1	ENSSHAG00000018143.1	ARV1
ENSSHAT00000021584.1	ENSSHAG00000018144.1	BIRC5
ENSSHAT00000021585.1	ENSSHAG00000018145.1	BMP1
ENSSHAT00000021586.1	ENSSHAG00000018146.1	
ENSSHAT00000021587.1	ENSSHAG00000018147.1	PRDM8
ENSSHAT00000021588.1	ENSSHAG00000018148.1	
ENSSHAT00000021589.1	ENSSHAG00000018149.1	CASKIN2
ENSSHAT00000021590.1	ENSSHAG00000018150.1	
ENSSHAT00000021591.1	ENSSHAG00000018151.1	RBM6
ENSSHAT00000021592.1	ENSSHAG00000018152.1	ONECUT1
ENSSHAT00000021593.1	ENSSHAG00000018152.1	ONECUT1
ENSSHAT00000021594.1	ENSSHAG00000018153.1	PIGC
ENSSHAT00000021595.1	ENSSHAG00000018154.1	MED27
ENSSHAT00000021596.1	ENSSHAG00000018155.1	
ENSSHAT00000021597.1	ENSSHAG00000018156.1	FAM219A
ENSSHAT00000021598.1	ENSSHAG00000018157.1	
ENSSHAT00000021599.1	ENSSHAG00000018158.1	KCNJ1
ENSSHAT00000021600.1	ENSSHAG00000018159.1	NRIP3
ENSSHAT00000021601.1	ENSSHAG00000018160.1	POLR3F
ENSSHAT00000021602.1	ENSSHAG00000018161.1	TIMM9
ENSSHAT00000021603.1	ENSSHAG00000018162.1	PRCP
ENSSHAT00000021604.1	ENSSHAG00000018163.1	HELZ2
ENSSHAT00000021605.1	ENSSHAG00000018164.1	SYPL2
ENSSHAT00000021606.1	ENSSHAG00000018164.1	SYPL2
ENSSHAT00000021607.1	ENSSHAG00000018165.1	
ENSSHAT00000021608.1	ENSSHAG00000018166.1	TMEM94
ENSSHAT00000021609.1	ENSSHAG00000018166.1	TMEM94
ENSSHAT00000021610.1	ENSSHAG00000018167.1	AFMID
ENSSHAT00000021611.1	ENSSHAG00000018168.1	TLCD5
ENSSHAT00000021612.1	ENSSHAG00000018169.1	TAPT1
ENSSHAT00000021613.1	ENSSHAG00000018170.1	
ENSSHAT00000021614.1	ENSSHAG00000018171.1	DZANK1
ENSSHAT00000021615.1	ENSSHAG00000018171.1	DZANK1
ENSSHAT00000021616.1	ENSSHAG00000018172.1	NABP1
ENSSHAT00000021617.1	ENSSHAG00000018173.1	TRIP12
ENSSHAT00000021618.1	ENSSHAG00000018174.1	
ENSSHAT00000021619.1	ENSSHAG00000018175.1	PANX1
ENSSHAT00000021620.1	ENSSHAG00000018176.1	SOX9
ENSSHAT00000021621.1	ENSSHAG00000018177.1	
ENSSHAT00000021622.1	ENSSHAG00000018177.1	
ENSSHAT00000021623.1	ENSSHAG00000018177.1	
ENSSHAT00000021624.1	ENSSHAG00000018178.1	GCA
ENSSHAT00000021625.1	ENSSHAG00000018179.1	ATG4C
ENSSHAT00000021626.1	ENSSHAG00000018180.1	WDR41
ENSSHAT00000021627.1	ENSSHAG00000018180.1	WDR41
ENSSHAT00000021628.1	ENSSHAG00000018181.1	JCHAIN
ENSSHAT00000021629.1	ENSSHAG00000018181.1	JCHAIN
ENSSHAT00000021630.1	ENSSHAG00000018181.1	JCHAIN
ENSSHAT00000021631.1	ENSSHAG00000018182.1	GJA5
ENSSHAT00000021632.1	ENSSHAG00000018183.1	MMS19
ENSSHAT00000021633.1	ENSSHAG00000018184.1	ELMOD2
ENSSHAT00000021634.1	ENSSHAG00000018185.1	
ENSSHAT00000021635.1	ENSSHAG00000018186.1	TTLL7
ENSSHAT00000021636.1	ENSSHAG00000018186.1	TTLL7
ENSSHAT00000021637.1	ENSSHAG00000018187.1	KIAA0586
ENSSHAT00000021638.1	ENSSHAG00000018188.1	
ENSSHAT00000021639.1	ENSSHAG00000018189.1	MYO1D
ENSSHAT00000021640.1	ENSSHAG00000018189.1	MYO1D
ENSSHAT00000021641.1	ENSSHAG00000018190.1	
ENSSHAT00000021642.1	ENSSHAG00000018191.1	CLRN1
ENSSHAT00000021643.1	ENSSHAG00000018192.1	
ENSSHAT00000021644.1	ENSSHAG00000018193.1	ATXN7L2
ENSSHAT00000021645.1	ENSSHAG00000018194.1	PGF
ENSSHAT00000021646.1	ENSSHAG00000018195.1	TTF2
ENSSHAT00000021647.1	ENSSHAG00000018195.1	TTF2
ENSSHAT00000021648.1	ENSSHAG00000018195.1	TTF2
ENSSHAT00000021649.1	ENSSHAG00000018196.1	NAA16
ENSSHAT00000021650.1	ENSSHAG00000018197.1	
ENSSHAT00000021651.1	ENSSHAG00000018198.1	POU2F3
ENSSHAT00000021652.1	ENSSHAG00000018198.1	POU2F3
ENSSHAT00000021653.1	ENSSHAG00000018199.1	PCNX1
ENSSHAT00000021654.1	ENSSHAG00000018199.1	PCNX1
ENSSHAT00000021655.1	ENSSHAG00000018200.1	TK1
ENSSHAT00000021656.1	ENSSHAG00000018201.1	
ENSSHAT00000021657.1	ENSSHAG00000018202.1	CYB561D1
ENSSHAT00000021658.1	ENSSHAG00000018203.1	
ENSSHAT00000021659.1	ENSSHAG00000018204.1	
ENSSHAT00000021660.1	ENSSHAG00000018205.1	RUFY1
ENSSHAT00000021661.1	ENSSHAG00000018205.1	RUFY1
ENSSHAT00000021662.1	ENSSHAG00000018206.1	ZDHHC16
ENSSHAT00000021663.1	ENSSHAG00000018207.1	
ENSSHAT00000021664.1	ENSSHAG00000018208.1	
ENSSHAT00000021665.1	ENSSHAG00000018209.1	ARID5A
ENSSHAT00000021666.1	ENSSHAG00000018210.1	
ENSSHAT00000021667.1	ENSSHAG00000018210.1	
ENSSHAT00000021668.1	ENSSHAG00000018211.1	
ENSSHAT00000021669.1	ENSSHAG00000018212.1	FLT1
ENSSHAT00000021670.1	ENSSHAG00000018212.1	FLT1
ENSSHAT00000021671.1	ENSSHAG00000018213.1	HEYL
ENSSHAT00000021672.1	ENSSHAG00000018213.1	HEYL
ENSSHAT00000021673.1	ENSSHAG00000018213.1	HEYL
ENSSHAT00000021674.1	ENSSHAG00000018214.1	KPNB1
ENSSHAT00000021675.1	ENSSHAG00000018215.1	
ENSSHAT00000021676.1	ENSSHAG00000018216.1	PHYHIP
ENSSHAT00000021677.1	ENSSHAG00000018217.1	ZNF521
ENSSHAT00000021678.1	ENSSHAG00000018217.1	ZNF521
ENSSHAT00000021679.1	ENSSHAG00000018218.1	KIF11
ENSSHAT00000021680.1	ENSSHAG00000018219.1	EXOSC1
ENSSHAT00000021682.1	ENSSHAG00000018221.1	CALHM1
ENSSHAT00000021683.1	ENSSHAG00000018221.1	CALHM1
ENSSHAT00000021684.1	ENSSHAG00000018222.1	NFATC2
ENSSHAT00000021685.1	ENSSHAG00000018223.1	ST8SIA3
ENSSHAT00000021686.1	ENSSHAG00000018224.1	SCARA5
ENSSHAT00000021687.1	ENSSHAG00000018225.1	AMIGO1
ENSSHAT00000021688.1	ENSSHAG00000018226.1	UTP3
ENSSHAT00000021689.1	ENSSHAG00000018227.1	
ENSSHAT00000021690.1	ENSSHAG00000018227.1	
ENSSHAT00000021691.1	ENSSHAG00000018228.1	
ENSSHAT00000021692.1	ENSSHAG00000018229.1	
ENSSHAT00000021693.1	ENSSHAG00000018230.1	PGAM1
ENSSHAT00000021694.1	ENSSHAG00000018230.1	PGAM1
ENSSHAT00000021695.1	ENSSHAG00000018231.1	FNDC11
ENSSHAT00000021696.1	ENSSHAG00000018232.1	
ENSSHAT00000021697.1	ENSSHAG00000018233.1	EDEM2
ENSSHAT00000021698.1	ENSSHAG00000018234.1	ILDR2
ENSSHAT00000021699.1	ENSSHAG00000018234.1	ILDR2
ENSSHAT00000021700.1	ENSSHAG00000018235.1	WDFY4
ENSSHAT00000021701.1	ENSSHAG00000018235.1	WDFY4
ENSSHAT00000021702.1	ENSSHAG00000018235.1	WDFY4
ENSSHAT00000021703.1	ENSSHAG00000018236.1	RPS6KL1
ENSSHAT00000021704.1	ENSSHAG00000018237.1	IL20
ENSSHAT00000021705.1	ENSSHAG00000018238.1	PTRH1
ENSSHAT00000021706.1	ENSSHAG00000018239.1	OSTF1
ENSSHAT00000021707.1	ENSSHAG00000018239.1	OSTF1
ENSSHAT00000021708.1	ENSSHAG00000018240.1	DAPK2
ENSSHAT00000021709.1	ENSSHAG00000018241.1	ZNF398
ENSSHAT00000021710.1	ENSSHAG00000018242.1	
ENSSHAT00000021711.1	ENSSHAG00000018243.1	HEPHL1
ENSSHAT00000021712.1	ENSSHAG00000018244.1	
ENSSHAT00000021713.1	ENSSHAG00000018245.1	
ENSSHAT00000021714.1	ENSSHAG00000018246.1	PACRGL
ENSSHAT00000021715.1	ENSSHAG00000018247.1	TMC8
ENSSHAT00000021716.1	ENSSHAG00000018247.1	TMC8
ENSSHAT00000021717.1	ENSSHAG00000018248.1	
ENSSHAT00000021718.1	ENSSHAG00000018249.1	
ENSSHAT00000021719.1	ENSSHAG00000018250.1	TRIM45
ENSSHAT00000021720.1	ENSSHAG00000018251.1	CCDC6
ENSSHAT00000021721.1	ENSSHAG00000018252.1	CALHM2
ENSSHAT00000021722.1	ENSSHAG00000018253.1	SCUBE2
ENSSHAT00000021723.1	ENSSHAG00000018253.1	SCUBE2
ENSSHAT00000021724.1	ENSSHAG00000018254.1	TBKBP1
ENSSHAT00000021725.1	ENSSHAG00000018255.1	HNRNPA3
ENSSHAT00000021726.1	ENSSHAG00000018256.1	TTI1
ENSSHAT00000021727.1	ENSSHAG00000018256.1	TTI1
ENSSHAT00000021728.1	ENSSHAG00000018257.1	POLR3D
ENSSHAT00000021729.1	ENSSHAG00000018258.1	PDCD11
ENSSHAT00000021730.1	ENSSHAG00000018259.1	TOR2A
ENSSHAT00000021731.1	ENSSHAG00000018260.1	RBM5
ENSSHAT00000021732.1	ENSSHAG00000018261.1	ABHD5
ENSSHAT00000021733.1	ENSSHAG00000018262.1	KCNJ5
ENSSHAT00000021734.1	ENSSHAG00000018263.1	
ENSSHAT00000021735.1	ENSSHAG00000018264.1	
ENSSHAT00000021736.1	ENSSHAG00000018265.1	NT5C1A
ENSSHAT00000021737.1	ENSSHAG00000018266.1	FRYL
ENSSHAT00000021738.1	ENSSHAG00000018266.1	FRYL
ENSSHAT00000021739.1	ENSSHAG00000018267.1	SH2D3C
ENSSHAT00000021740.1	ENSSHAG00000018267.1	SH2D3C
ENSSHAT00000021741.1	ENSSHAG00000018268.1	SRMS
ENSSHAT00000021742.1	ENSSHAG00000018269.1	
ENSSHAT00000021743.1	ENSSHAG00000018270.1	TMC5
ENSSHAT00000021744.1	ENSSHAG00000018271.1	RUFY3
ENSSHAT00000021745.1	ENSSHAG00000018271.1	RUFY3
ENSSHAT00000021746.1	ENSSHAG00000018272.1	DLST
ENSSHAT00000021747.1	ENSSHAG00000018273.1	BNC1
ENSSHAT00000021748.1	ENSSHAG00000018273.1	BNC1
ENSSHAT00000021749.1	ENSSHAG00000018274.1	UBE3C
ENSSHAT00000021750.1	ENSSHAG00000018274.1	UBE3C
ENSSHAT00000021751.1	ENSSHAG00000018275.1	RRP12
ENSSHAT00000021752.1	ENSSHAG00000018276.1	PROCR
ENSSHAT00000021753.1	ENSSHAG00000018277.1	NFE2L2
ENSSHAT00000021754.1	ENSSHAG00000018278.1	ZNF282
ENSSHAT00000021755.1	ENSSHAG00000018279.1	PIWIL2
ENSSHAT00000021756.1	ENSSHAG00000018280.1	GMPR
ENSSHAT00000021757.1	ENSSHAG00000018281.1	TMC6
ENSSHAT00000021758.1	ENSSHAG00000018282.1	
ENSSHAT00000021759.1	ENSSHAG00000018283.1	VTCN1
ENSSHAT00000021760.1	ENSSHAG00000018283.1	VTCN1
ENSSHAT00000021761.1	ENSSHAG00000018284.1	ZDHHC13
ENSSHAT00000021762.1	ENSSHAG00000018285.1	
ENSSHAT00000021763.1	ENSSHAG00000018286.1	GAB2
ENSSHAT00000021764.1	ENSSHAG00000018287.1	
ENSSHAT00000021765.1	ENSSHAG00000018288.1	
ENSSHAT00000021766.1	ENSSHAG00000018288.1	
ENSSHAT00000021767.1	ENSSHAG00000018288.1	
ENSSHAT00000021768.1	ENSSHAG00000018289.1	COL14A1
ENSSHAT00000021769.1	ENSSHAG00000018290.1	KLF10
ENSSHAT00000021770.1	ENSSHAG00000018291.1	NMRK1
ENSSHAT00000021771.1	ENSSHAG00000018291.1	NMRK1
ENSSHAT00000021772.1	ENSSHAG00000018292.1	TAF3
ENSSHAT00000021773.1	ENSSHAG00000018293.1	SPRED1
ENSSHAT00000021774.1	ENSSHAG00000018293.1	SPRED1
ENSSHAT00000021775.1	ENSSHAG00000018294.1	
ENSSHAT00000021776.1	ENSSHAG00000018295.1	RPRD1B
ENSSHAT00000021777.1	ENSSHAG00000018296.1	
ENSSHAT00000021778.1	ENSSHAG00000018297.1	MMP24
ENSSHAT00000021779.1	ENSSHAG00000018297.1	MMP24
ENSSHAT00000021780.1	ENSSHAG00000018298.1	
ENSSHAT00000021781.1	ENSSHAG00000018299.1	
ENSSHAT00000021782.1	ENSSHAG00000018300.1	LRRC14B
ENSSHAT00000021783.1	ENSSHAG00000018301.1	UACA
ENSSHAT00000021784.1	ENSSHAG00000018301.1	UACA
ENSSHAT00000021785.1	ENSSHAG00000018302.1	OAF
ENSSHAT00000021786.1	ENSSHAG00000018303.1	HIPK3
ENSSHAT00000021787.1	ENSSHAG00000018304.1	
ENSSHAT00000021788.1	ENSSHAG00000018305.1	RGCC
ENSSHAT00000021789.1	ENSSHAG00000018306.1	SERPINB7
ENSSHAT00000021790.1	ENSSHAG00000018307.1	CHRNB3
ENSSHAT00000021791.1	ENSSHAG00000018307.1	CHRNB3
ENSSHAT00000021792.1	ENSSHAG00000018308.1	
ENSSHAT00000021793.1	ENSSHAG00000018309.1	
ENSSHAT00000021794.1	ENSSHAG00000018310.1	SLIT2
ENSSHAT00000021795.1	ENSSHAG00000018311.1	TUBGCP3
ENSSHAT00000021796.1	ENSSHAG00000018312.1	ZNF212
ENSSHAT00000021797.1	ENSSHAG00000018313.1	
ENSSHAT00000021798.1	ENSSHAG00000018314.1	GPR45
ENSSHAT00000021799.1	ENSSHAG00000018315.1	
ENSSHAT00000021800.1	ENSSHAG00000018316.1	TRIM67
ENSSHAT00000021801.1	ENSSHAG00000018317.1	IDE
ENSSHAT00000021802.1	ENSSHAG00000018318.1	PROM1
ENSSHAT00000021803.1	ENSSHAG00000018318.1	PROM1
ENSSHAT00000021804.1	ENSSHAG00000018319.1	
ENSSHAT00000021805.1	ENSSHAG00000018319.1	
ENSSHAT00000021806.1	ENSSHAG00000018320.1	ADAMTS16
ENSSHAT00000021807.1	ENSSHAG00000018321.1	PTK6
ENSSHAT00000021808.1	ENSSHAG00000018322.1	NRP2
ENSSHAT00000021809.1	ENSSHAG00000018322.1	NRP2
ENSSHAT00000021810.1	ENSSHAG00000018323.1	MAEL
ENSSHAT00000021811.1	ENSSHAG00000018324.1	
ENSSHAT00000021812.1	ENSSHAG00000018325.1	
ENSSHAT00000021813.1	ENSSHAG00000018326.1	PIGR
ENSSHAT00000021814.1	ENSSHAG00000018327.1	DOCK7
ENSSHAT00000021815.1	ENSSHAG00000018327.1	DOCK7
ENSSHAT00000021816.1	ENSSHAG00000018328.1	YLPM1
ENSSHAT00000021817.1	ENSSHAG00000018328.1	YLPM1
ENSSHAT00000021818.1	ENSSHAG00000018329.1	
ENSSHAT00000021819.1	ENSSHAG00000018330.1	
ENSSHAT00000021820.1	ENSSHAG00000018331.1	CSRP3
ENSSHAT00000021821.1	ENSSHAG00000018332.1	KAT14
ENSSHAT00000021822.1	ENSSHAG00000018333.1	FPGS
ENSSHAT00000021823.1	ENSSHAG00000018334.1	
ENSSHAT00000021824.1	ENSSHAG00000018335.1	TGFBRAP1
ENSSHAT00000021825.1	ENSSHAG00000018335.1	TGFBRAP1
ENSSHAT00000021826.1	ENSSHAG00000018336.1	ZDHHC6
ENSSHAT00000021827.1	ENSSHAG00000018337.1	KCNK2
ENSSHAT00000021828.1	ENSSHAG00000018338.1	
ENSSHAT00000021829.1	ENSSHAG00000018339.1	ANTXR2
ENSSHAT00000021830.1	ENSSHAG00000018340.1	
ENSSHAT00000021831.1	ENSSHAG00000018341.1	INSYN2B
ENSSHAT00000021832.1	ENSSHAG00000018342.1	ZNF423
ENSSHAT00000021833.1	ENSSHAG00000018343.1	C3orf14
ENSSHAT00000021834.1	ENSSHAG00000018344.1	NPHP4
ENSSHAT00000021835.1	ENSSHAG00000018344.1	NPHP4
ENSSHAT00000021836.1	ENSSHAG00000018345.1	AEBP2
ENSSHAT00000021837.1	ENSSHAG00000018346.1	
ENSSHAT00000021838.1	ENSSHAG00000018347.1	
ENSSHAT00000021839.1	ENSSHAG00000018347.1	
ENSSHAT00000021840.1	ENSSHAG00000018348.1	
ENSSHAT00000021841.1	ENSSHAG00000018349.1	CHRNA6
ENSSHAT00000021842.1	ENSSHAG00000018350.1	GATA3
ENSSHAT00000021843.1	ENSSHAG00000018351.1	SUCO
ENSSHAT00000021844.1	ENSSHAG00000018351.1	SUCO
ENSSHAT00000021845.1	ENSSHAG00000018351.1	SUCO
ENSSHAT00000021846.1	ENSSHAG00000018352.1	
ENSSHAT00000021847.1	ENSSHAG00000018353.1	GDE1
ENSSHAT00000021848.1	ENSSHAG00000018354.1	FAM83C
ENSSHAT00000021849.1	ENSSHAG00000018354.1	FAM83C
ENSSHAT00000021850.1	ENSSHAG00000018355.1	DNER
ENSSHAT00000021851.1	ENSSHAG00000018356.1	
ENSSHAT00000021852.1	ENSSHAG00000018357.1	ANO10
ENSSHAT00000021853.1	ENSSHAG00000018357.1	ANO10
ENSSHAT00000021854.1	ENSSHAG00000018358.1	INA
ENSSHAT00000021855.1	ENSSHAG00000018359.1	
ENSSHAT00000021856.1	ENSSHAG00000018360.1	DENND5A
ENSSHAT00000021857.1	ENSSHAG00000018361.1	
ENSSHAT00000021858.1	ENSSHAG00000018362.1	
ENSSHAT00000021859.1	ENSSHAG00000018363.1	TRIT1
ENSSHAT00000021860.1	ENSSHAG00000018364.1	MBNL1
ENSSHAT00000021861.1	ENSSHAG00000018364.1	MBNL1
ENSSHAT00000021862.1	ENSSHAG00000018365.1	GRSF1
ENSSHAT00000021863.1	ENSSHAG00000018366.1	FRK
ENSSHAT00000021864.1	ENSSHAG00000018367.1	
ENSSHAT00000021865.1	ENSSHAG00000018368.1	
ENSSHAT00000021866.1	ENSSHAG00000018369.1	
ENSSHAT00000021867.1	ENSSHAG00000018370.1	CAVIN2
ENSSHAT00000021868.1	ENSSHAG00000018371.1	PKP4
ENSSHAT00000021869.1	ENSSHAG00000018372.1	E2F8
ENSSHAT00000021870.1	ENSSHAG00000018372.1	E2F8
ENSSHAT00000021871.1	ENSSHAG00000018373.1	ZFAT
ENSSHAT00000021872.1	ENSSHAG00000018374.1	SIAH2
ENSSHAT00000021873.1	ENSSHAG00000018375.1	
ENSSHAT00000021874.1	ENSSHAG00000018376.1	
ENSSHAT00000021875.1	ENSSHAG00000018377.1	CCP110
ENSSHAT00000021876.1	ENSSHAG00000018378.1	
ENSSHAT00000021877.1	ENSSHAG00000018379.1	LRRC8C
ENSSHAT00000021878.1	ENSSHAG00000018380.1	UQCC1
ENSSHAT00000021879.1	ENSSHAG00000018380.1	UQCC1
ENSSHAT00000021880.1	ENSSHAG00000018381.1	PBK
ENSSHAT00000021881.1	ENSSHAG00000018381.1	PBK
ENSSHAT00000021882.1	ENSSHAG00000018381.1	PBK
ENSSHAT00000021883.1	ENSSHAG00000018382.1	
ENSSHAT00000021884.1	ENSSHAG00000018383.1	GRB2
ENSSHAT00000021885.1	ENSSHAG00000018384.1	ANGPTL3
ENSSHAT00000021886.1	ENSSHAG00000018385.1	BICDL1
ENSSHAT00000021887.1	ENSSHAG00000018385.1	BICDL1
ENSSHAT00000021888.1	ENSSHAG00000018386.1	SLC39A14
ENSSHAT00000021889.1	ENSSHAG00000018387.1	GJA8
ENSSHAT00000021890.1	ENSSHAG00000018388.1	TGM2
ENSSHAT00000021891.1	ENSSHAG00000018389.1	AK1
ENSSHAT00000021892.1	ENSSHAG00000018390.1	CARNMT1
ENSSHAT00000021893.1	ENSSHAG00000018391.1	EBF1
ENSSHAT00000021894.1	ENSSHAG00000018392.1	
ENSSHAT00000021895.1	ENSSHAG00000018393.1	PLEKHA2
ENSSHAT00000021896.1	ENSSHAG00000018393.1	PLEKHA2
ENSSHAT00000021897.1	ENSSHAG00000018394.1	C2orf49
ENSSHAT00000021898.1	ENSSHAG00000018395.1	FZD1
ENSSHAT00000021899.1	ENSSHAG00000018396.1	
ENSSHAT00000021900.1	ENSSHAG00000018397.1	USP35
ENSSHAT00000021901.1	ENSSHAG00000018398.1	FCF1
ENSSHAT00000021902.1	ENSSHAG00000018399.1	
ENSSHAT00000021903.1	ENSSHAG00000018400.1	CDNF
ENSSHAT00000021904.1	ENSSHAG00000018401.1	
ENSSHAT00000021905.1	ENSSHAG00000018402.1	MORF4L1
ENSSHAT00000021906.1	ENSSHAG00000018402.1	MORF4L1
ENSSHAT00000021907.1	ENSSHAG00000018403.1	
ENSSHAT00000021908.1	ENSSHAG00000018404.1	C1orf131
ENSSHAT00000021909.1	ENSSHAG00000018405.1	PLEKHA5
ENSSHAT00000021910.1	ENSSHAG00000018406.1	
ENSSHAT00000021911.1	ENSSHAG00000018407.1	
ENSSHAT00000021912.1	ENSSHAG00000018408.1	TTC14
ENSSHAT00000021913.1	ENSSHAG00000018409.1	NCAPH
ENSSHAT00000021914.1	ENSSHAG00000018409.1	NCAPH
ENSSHAT00000021915.1	ENSSHAG00000018410.1	FHL2
ENSSHAT00000021916.1	ENSSHAG00000018411.1	
ENSSHAT00000021917.1	ENSSHAG00000018411.1	
ENSSHAT00000021918.1	ENSSHAG00000018412.1	ARHGAP32
ENSSHAT00000021919.1	ENSSHAG00000018413.1	VPS35L
ENSSHAT00000021920.1	ENSSHAG00000018413.1	VPS35L
ENSSHAT00000021921.1	ENSSHAG00000018414.1	
ENSSHAT00000021922.1	ENSSHAG00000018415.1	
ENSSHAT00000021923.1	ENSSHAG00000018416.1	PREPL
ENSSHAT00000021924.1	ENSSHAG00000018417.1	
ENSSHAT00000021925.1	ENSSHAG00000018417.1	
ENSSHAT00000021926.1	ENSSHAG00000018418.1	SEMA3F
ENSSHAT00000021927.1	ENSSHAG00000018418.1	SEMA3F
ENSSHAT00000021928.1	ENSSHAG00000018419.1	DUSP27
ENSSHAT00000021929.1	ENSSHAG00000018420.1	HSPA14
ENSSHAT00000021930.1	ENSSHAG00000018421.1	FASLG
ENSSHAT00000021931.1	ENSSHAG00000018422.1	
ENSSHAT00000021932.1	ENSSHAG00000018423.1	
ENSSHAT00000021933.1	ENSSHAG00000018424.1	
ENSSHAT00000021934.1	ENSSHAG00000018425.1	SERPINB2
ENSSHAT00000021936.1	ENSSHAG00000018427.1	TRIM29
ENSSHAT00000021937.1	ENSSHAG00000018427.1	TRIM29
ENSSHAT00000021938.1	ENSSHAG00000018428.1	
ENSSHAT00000021939.1	ENSSHAG00000018429.1	C9orf116
ENSSHAT00000021940.1	ENSSHAG00000018430.1	SLC25A19
ENSSHAT00000021941.1	ENSSHAG00000018431.1	PPP3CC
ENSSHAT00000021942.1	ENSSHAG00000018431.1	PPP3CC
ENSSHAT00000021943.1	ENSSHAG00000018432.1	MARCHF5
ENSSHAT00000021944.1	ENSSHAG00000018433.1	CCDC39
ENSSHAT00000021945.1	ENSSHAG00000018434.1	
ENSSHAT00000021946.1	ENSSHAG00000018435.1	
ENSSHAT00000021947.1	ENSSHAG00000018436.1	MRPL46
ENSSHAT00000021948.1	ENSSHAG00000018437.1	MRPS2
ENSSHAT00000021949.1	ENSSHAG00000018438.1	
ENSSHAT00000021950.1	ENSSHAG00000018439.1	NMI
ENSSHAT00000021951.1	ENSSHAG00000018440.1	
ENSSHAT00000021952.1	ENSSHAG00000018441.1	
ENSSHAT00000021953.1	ENSSHAG00000018442.1	
ENSSHAT00000021954.1	ENSSHAG00000018443.1	CDK5R1
ENSSHAT00000021955.1	ENSSHAG00000018444.1	MOB1B
ENSSHAT00000021956.1	ENSSHAG00000018444.1	MOB1B
ENSSHAT00000021957.1	ENSSHAG00000018445.1	AREL1
ENSSHAT00000021958.1	ENSSHAG00000018446.1	RNF170
ENSSHAT00000021959.1	ENSSHAG00000018447.1	
ENSSHAT00000021960.1	ENSSHAG00000018448.1	MIF4GD
ENSSHAT00000021961.1	ENSSHAG00000018448.1	MIF4GD
ENSSHAT00000021962.1	ENSSHAG00000018449.1	MYCL
ENSSHAT00000021963.1	ENSSHAG00000018450.1	LRRC18
ENSSHAT00000021964.1	ENSSHAG00000018451.1	GNPAT
ENSSHAT00000021965.1	ENSSHAG00000018451.1	GNPAT
ENSSHAT00000021966.1	ENSSHAG00000018452.1	PDZK1
ENSSHAT00000021967.1	ENSSHAG00000018453.1	PSMD11
ENSSHAT00000021968.1	ENSSHAG00000018453.1	PSMD11
ENSSHAT00000021969.1	ENSSHAG00000018454.1	PLCL1
ENSSHAT00000021970.1	ENSSHAG00000018455.1	MRPS7
ENSSHAT00000021971.1	ENSSHAG00000018456.1	
ENSSHAT00000021972.1	ENSSHAG00000018457.1	FAM98B
ENSSHAT00000021973.1	ENSSHAG00000018457.1	FAM98B
ENSSHAT00000021974.1	ENSSHAG00000018458.1	SLC3A1
ENSSHAT00000021975.1	ENSSHAG00000018458.1	SLC3A1
ENSSHAT00000021976.1	ENSSHAG00000018459.1	DACT1
ENSSHAT00000021977.1	ENSSHAG00000018459.1	DACT1
ENSSHAT00000021978.1	ENSSHAG00000018460.1	MAFB
ENSSHAT00000021979.1	ENSSHAG00000018461.1	SUV39H2
ENSSHAT00000021980.1	ENSSHAG00000018462.1	CIAO2A
ENSSHAT00000021981.1	ENSSHAG00000018463.1	HRH1
ENSSHAT00000021982.1	ENSSHAG00000018464.1	SERPINB10
ENSSHAT00000021983.1	ENSSHAG00000018465.1	DOCK10
ENSSHAT00000021984.1	ENSSHAG00000018465.1	DOCK10
ENSSHAT00000021985.1	ENSSHAG00000018466.1	OVOL2
ENSSHAT00000021986.1	ENSSHAG00000018466.1	OVOL2
ENSSHAT00000021987.1	ENSSHAG00000018467.1	DIPK1B
ENSSHAT00000021988.1	ENSSHAG00000018468.1	ITPRIPL1
ENSSHAT00000021989.1	ENSSHAG00000018469.1	PDE10A
ENSSHAT00000021990.1	ENSSHAG00000018470.1	JAG1
ENSSHAT00000021991.1	ENSSHAG00000018470.1	JAG1
ENSSHAT00000021992.1	ENSSHAG00000018471.1	
ENSSHAT00000021993.1	ENSSHAG00000018472.1	
ENSSHAT00000021994.1	ENSSHAG00000018473.1	USP1
ENSSHAT00000021995.1	ENSSHAG00000018474.1	GGA3
ENSSHAT00000021996.1	ENSSHAG00000018475.1	
ENSSHAT00000021997.1	ENSSHAG00000018475.1	
ENSSHAT00000021998.1	ENSSHAG00000018476.1	
ENSSHAT00000021999.1	ENSSHAG00000018477.1	
ENSSHAT00000022000.1	ENSSHAG00000018478.1	TMEM41B
ENSSHAT00000022001.1	ENSSHAG00000018479.1	GNAT1
ENSSHAT00000022002.1	ENSSHAG00000018480.1	DCLRE1C
ENSSHAT00000022003.1	ENSSHAG00000018481.1	MYLIP
ENSSHAT00000022004.1	ENSSHAG00000018482.1	NUP85
ENSSHAT00000022005.1	ENSSHAG00000018483.1	
ENSSHAT00000022006.1	ENSSHAG00000018484.1	
ENSSHAT00000022007.1	ENSSHAG00000018485.1	ST6GALNAC4
ENSSHAT00000022008.1	ENSSHAG00000018485.1	ST6GALNAC4
ENSSHAT00000022009.1	ENSSHAG00000018486.1	TECTB
ENSSHAT00000022010.1	ENSSHAG00000018487.1	RASGRP1
